Product_Collection,Vertical_Segment,Launch_Year,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Cache,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth
Legacy Intel® Pentium® Processor,Desktop,2006.25,65,316,2,8.731416549789621,3.6,4,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.25,90,310.6126932084309,1,8.731416549789621,3.06,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006.25,65,81,1,8.731416549789621,3.4,2,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.25,65,310.6126932084309,2,8.731416549789621,2,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.25,65,478,2,8.731416549789621,2.33,4,64-bit,65,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.25,65,310.6126932084309,2,8.731416549789621,1.86,4,64-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.25,65,494,2,8.731416549789621,2.13,4,64-bit,35,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006.25,65,310.6126932084309,2,8.731416549789621,2.33,4,64-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.25,65,310.6126932084309,1,8.731416549789621,3.33,512,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006.25,65,310.6126932084309,1,8.731416549789621,3.2,512,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,310.6126932084309,2,8.731416549789621,2.8,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,224,2,8.731416549789621,3.4,4,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,310.6126932084309,1,8.731416549789621,3.6,2,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,183,2,8.731416549789621,3.2,4,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,178,2,8.731416549789621,3,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,310.6126932084309,1,8.731416549789621,3.2,2,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,999,2,8.731416549789621,3.73,4,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,310.6126932084309,2,8.731416549789621,2.8,4,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,310.6126932084309,1,8.731416549789621,3,2,64-bit,86,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2006,65,999,2,8.731416549789621,3.46,4,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006,65,310.6126932084309,2,8.731416549789621,1.66,2,32-bit,15,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006,65,310.6126932084309,2,8.731416549789621,2,2,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2006,65,310.6126932084309,2,8.731416549789621,1.66,2,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006,65,310.6126932084309,2,8.731416549789621,1.2,2,32-bit,9,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006,65,310.6126932084309,2,8.731416549789621,2,2,32-bit,31,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Core™ Processors,Mobile,2006,65,310.6126932084309,2,8.731416549789621,1.66,2,32-bit,15,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006,65,310.6126932084309,1,8.731416549789621,1.06,1,32-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2006,65,310.6126932084309,1,8.731416549789621,1.86,1,32-bit,27,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2006,65,310.6126932084309,1,8.731416549789621,1.66,1,32-bit,27,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,3.2,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,3.8,2,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,3.6,2,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,2.93,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,2.8,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,3,2,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,3.33,256,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2005.75,90,310.6126932084309,1,8.731416549789621,2.13,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,3.8,1,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,3.6,1,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,2.8,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,2.93,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,2.93,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,3.2,256,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,3.2,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2005.5,90,310.6126932084309,1,8.731416549789621,3.2,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,310.6126932084309,1,8.731416549789621,3.4,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,310.6126932084309,1,8.731416549789621,3.8,2,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,423,2,8.731416549789621,3.2,2,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,316,2,8.731416549789621,3,2,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,310.6126932084309,1,8.731416549789621,2.66,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,74,2,8.731416549789621,2.8,2,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005.25,90,310.6126932084309,2,8.731416549789621,3.2,2,64-bit,130,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005,90,310.6126932084309,1,8.731416549789621,3.6,2,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005,90,310.6126932084309,1,8.731416549789621,3.4,2,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005,90,310.6126932084309,1,8.731416549789621,3.2,2,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005,90,310.6126932084309,1,8.731416549789621,2.66,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2005,90,93,2,8.731416549789621,2.66,2,64-bit,95,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.8,1,32-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.4,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.06,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.8,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.73,2,64-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.75,130,310.6126932084309,1,8.731416549789621,3.46,2,32-bit,110.7,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.06,256,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,3.06,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.93,256,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.93,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.8,256,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.66,256,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.66,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.75,90,310.6126932084309,1,8.731416549789621,2.53,256,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.5,90,310.6126932084309,1,8.731416549789621,3.2,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.5,90,310.6126932084309,1,8.731416549789621,2.26,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1.4,2,32-bit,7.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,2,2,32-bit,27,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1.8,2,32-bit,21,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,3.4,1,32-bit,115,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1.8,2,32-bit,7.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,3.2,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,3,1,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,3,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,3,1,32-bit,89,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1.6,2,32-bit,7.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.8,1,32-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2004.25,90,310.6126932084309,1,8.731416549789621,2.8,1,64-bit,55,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2004.25,90,310.6126932084309,1,8.731416549789621,3.2,1,64-bit,103,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.93,256,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.8,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.8,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1,512,32-bit,5.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.66,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.53,256,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2004.25,90,310.6126932084309,1,8.731416549789621,1.5,1,32-bit,21,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.53,256,64-bit,84,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.53,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2004.25,130,310.6126932084309,1,8.731416549789621,1.6,256,32-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.4,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2004.25,130,310.6126932084309,1,8.731416549789621,1.5,256,32-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Desktop,2004.25,90,310.6126932084309,1,8.731416549789621,2.26,256,32-bit,73,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2004.25,130,310.6126932084309,1,8.731416549789621,1.4,256,32-bit,30,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,3.4,1,32-bit,103,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,3.4,1,32-bit,103,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,3.2,1,32-bit,103,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,3.2,1,32-bit,103,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,3,1,32-bit,89,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Desktop,2004,90,310.6126932084309,1,8.731416549789621,2.8,1,32-bit,89,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2003.75,130,310.6126932084309,1,8.731416549789621,2.8,512,32-bit,74,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Xeon® Processors,Server,2003.5,130,310.6126932084309,1,8.731416549789621,2.4,512,32-bit,40,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2003.25,130,310.6126932084309,1,8.731416549789621,1.1,1,32-bit,12,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Pentium® Processor,Mobile,2003.25,130,310.6126932084309,1,8.731416549789621,1.6,1,32-bit,24.5,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2003.25,130,310.6126932084309,1,8.731416549789621,600,512,32-bit,7,122.35792439372325,2.6157112526539277,35.07890148212729
Legacy Intel® Celeron® Processor,Mobile,2003.25,130,310.6126932084309,1,8.731416549789621,1.3,512,32-bit,24.5,122.35792439372325,2.6157112526539277,35.07890148212729
